temple_name,photo_1_url,photo_2_url,photo_3_url,photo_4_url
"Modhera Sun Temple","https://upload.wikimedia.org/wikipedia/commons/9/96/Sun_Temple%2C_Modhera_-_Sabha_Mandap_01.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1f/Sun_Temple%2C_Modhera_-_Guda_Mandap_02.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1b/Sun_Temple%2C_Modhera_08.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Sun_Temple%2C_Modhera_03.jpg"
"Rukmini Devi Temple Dwarka","https://upload.wikimedia.org/wikipedia/commons/e/ed/N-GJ-128_Rukmini_Devi_Temple_Dwarka_Outer_Wall_Sculptures.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f7/Rukmini_Devi_Temple%2C_Dwarka_during_Dwaraka_DWARASPDB_2015_%284%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e7/Rukmini_Devi_Temple%2C_Dwarka_during_Dwaraka_DWARASPDB_2015_%2870%29.jpg","https://upload.wikimedia.org/wikipedia/commons/8/80/Rukmini_Devi_Temple%2C_Dwarka_during_Dwaraka_DWARASPDB_2015_%2821%29.jpg"
"Dakor Ranchhodraiji Temple","https://upload.wikimedia.org/wikipedia/commons/0/09/Dakore_temple_-_By_Ashesh_Shah.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4b/Washing_clothes_on_riverside.jpg",null,null
"Shamlaji Temple Gujarat","https://upload.wikimedia.org/wikipedia/commons/2/22/Shamlaji_temple_Gujarat.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e9/Shamlaji_Vishnu_Mandir_18.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d6/Shamlaji_Vishnu_Mandir_01.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cd/Shamlaji_temple-2.jpg"
"Bahuchar Mata Temple","https://upload.wikimedia.org/wikipedia/commons/9/93/Shree_Vihat_Bahuchar_Mata_Temple_Miyasana.png","https://upload.wikimedia.org/wikipedia/commons/d/d3/Shri_Bahuchar_Mata_Temple%2C_Vadnagar_2.jpg","https://upload.wikimedia.org/wikipedia/commons/2/21/Shri_Bahuchar_Mata_Temple%2C_Vadnagar_1.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c9/Shri_Bahuchar_Mata_Temple%2C_Vadnagar_3.jpg"
"Hutheesing Jain Temple Ahmedabad","https://upload.wikimedia.org/wikipedia/commons/9/99/Sheth_Hutheesinh_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a4/Hutheesing_Jain_Temple%2C_Ahmedabad_9.jpg","https://upload.wikimedia.org/wikipedia/commons/d/de/Hutheesing_Temple_Ahmedabad.JPG","https://upload.wikimedia.org/wikipedia/commons/7/7c/Hutheesing_Temple1_Ahmedabad.JPG"
"Mata Mansa Devi Temple Haridwar","https://upload.wikimedia.org/wikipedia/commons/d/d4/Mansa_Devi_Temple%2C_Haridwar_-_panoramio.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6c/HARIDWAR_GLORY.jpg",null,null
"Sthaneshwar Mahadev Temple Kurukshetra","https://upload.wikimedia.org/wikipedia/commons/8/89/Sthaneshwar_Mahadev_temple_Thanesar.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Sthaneshwar_Mahadev_ji.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d6/Sthaneshwar_mahadev_mandir.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a9/Sthaneshwar_mahadev_temple.jpg"
"Bhadrakali Temple Kurukshetra","https://upload.wikimedia.org/wikipedia/commons/0/09/Devi_koop_Bhadrakali_Mandir%2C_Kurukshetra.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a8/Shaktipeeth_Shri_Devikoop_Bhadrakali_Mandir%2C_Kurukshetra.jpg",null,null
"Naina Devi Temple Himachal Pradesh","https://upload.wikimedia.org/wikipedia/commons/d/d8/Night_view_of_a_bus_full_of_Pilgrims_at_Naina_Devi_Temple%2C_Bilaspur%2C_Himachal_Pradesh.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4f/Pilgrims_from_Nawanshehr%2C_Punjab_carring_eternal_flame_to_Naina_Devi_temple_via_bus%2C_Himachal_Pradesh.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6a/Naina_Devi%2C_Himachal_Pardesh_%2806%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/29/Pilgrims_from_Nawanshehr%2C_Punjab_carring_eternal_flame_to_Naina_Devi_temple_via_bus%2C_Himachal_Pradesh-II.jpg"
"Jwala Ji Temple Himachal Pradesh","https://upload.wikimedia.org/wikipedia/commons/0/01/0051223_Jwalamukhi_temple%2C_Jvala_ji_Himachal_Pradesh_024.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d3/0051223_Jwalamukhi_temple%2C_Jvala_ji_Himachal_Pradesh_033.jpg","https://upload.wikimedia.org/wikipedia/commons/7/75/0051223_Jwalamukhi_temple%2C_Jvala_ji_Himachal_Pradesh_011.jpg","https://upload.wikimedia.org/wikipedia/commons/d/df/0051223_Jwalamukhi_temple%2C_Jvala_ji_Himachal_Pradesh_068.jpg"
"Brajeshwari Temple Kangra","https://upload.wikimedia.org/wikipedia/commons/4/4f/Frescos_in_Brajeshwari_Devi_Temple_kangra_himachal_pradesh.jpg","https://upload.wikimedia.org/wikipedia/commons/7/78/Brajeshwari_temple_compound_kangra_himachal_pradesh.jpg","https://upload.wikimedia.org/wikipedia/commons/4/40/Architecture_of_Entrance_gate_at_Brajeshwari_Devi_Temple_kangra_himachal_pradesh.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Information_Panel_at_Brajeshwari_Devi_Temple_kangra_himachal_pradesh.jpg"
"Chintpurni Temple","https://upload.wikimedia.org/wikipedia/commons/0/0b/Praying_and_wanting_Maa%27s_Blessings_at_the_Maa_Chintpurni_Temple...Jai_Mata_Di.JPG","https://upload.wikimedia.org/wikipedia/commons/2/2e/Chintpurni_Devi_%2810%29.JPG","https://upload.wikimedia.org/wikipedia/commons/d/d4/Chintpurni_Devi_%281%29.JPG","https://upload.wikimedia.org/wikipedia/commons/e/e9/Chintpurni_Devi_%282%29.JPG"
"Raghunath Temple Jammu","https://upload.wikimedia.org/wikipedia/commons/f/f1/Raghunath_Temple_Jammu.JPG","https://upload.wikimedia.org/wikipedia/commons/6/68/18th-century_Yajurveda_manuscript_folio%2C_page_1%2C_Raghunath_temple_Jammu_archives.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8c/The_Temples_of_Raghunath%2C_Jammu%2C_India%2C_ca.1875-ca.1940_%28imp-cswc-GB-237-CSWC47-LS10-011%29.jpg","https://upload.wikimedia.org/wikipedia/commons/5/57/12th-century_Samaveda_samhita_and_brahmanam%2C_Aranyaganam_Prapathaka_1-6%2C_page_2_front%2C_Raghunath_temple_archives%2C_Jammu.jpg"
"Vaishno Devi Temple","https://upload.wikimedia.org/wikipedia/commons/0/04/Mata_Vaishno_Devi_Mandir%2C_Katra.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2d/Vaishno_Devi_Mandir%2C_Dhan.png","https://upload.wikimedia.org/wikipedia/commons/d/d4/Vaishno_Devi_Mandir_Jawali.png","https://upload.wikimedia.org/wikipedia/commons/3/3b/Vaishno_Devi_temple_complex_at_night.jpg"
"Amarnath Cave Temple","https://upload.wikimedia.org/wikipedia/commons/a/af/Lord_Amarnath.jpg","https://upload.wikimedia.org/wikipedia/commons/6/66/Cave_Temple_of_Lord_Amarnath.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Amarnath_Cave_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/e/eb/Amarnath_cave_view.jpg"
"Shankaracharya Temple Kashmir","https://upload.wikimedia.org/wikipedia/commons/9/9b/The_Ancient_Shankaracharya_Temple_%28Srinagar%2C_Jammu_and_Kashmir%29_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fc/The_Ancient_Shankaracharya_Temple_%28Srinagar%2C_Jammu_and_Kashmir%29.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3f/Shankaracharya_Temple_and_the_view.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b7/Shankaracharya_Temple_and_the_view_from_the_hill.jpg"
"Kheer Bhawani Temple Kashmir","https://upload.wikimedia.org/wikipedia/commons/5/55/Kheer_Bhawani-3.jpg","https://upload.wikimedia.org/wikipedia/commons/7/75/Kheer_Bhawani-4.jpg","https://upload.wikimedia.org/wikipedia/commons/3/32/Kheer_Bhawani-5.jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Kheer_Bhawani-2.jpg"
"Hari Parbat Temple Srinagar","https://upload.wikimedia.org/wikipedia/commons/e/e8/Srinagar_pano.jpg","https://upload.wikimedia.org/wikipedia/commons/0/09/Sharkiri_Mata_temple%2C_Hari_Parbat.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6d/Ancient_Temple-Hari_Parbat-2.JPG","https://upload.wikimedia.org/wikipedia/commons/2/23/Wooden_windows_of_Hari_Parbat_Temple.JPG"
"Shikharji Temple Jharkhand","https://upload.wikimedia.org/wikipedia/commons/8/80/Atop_view_from_shikharji_temple_in_parasnath_hill%2C_giridih_%2C_jharkhand_sample_3.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0c/Atop_view_from_shikharji_temple_in_parasnath_hill%2C_giridih_%2C_jharkhand_sample_2.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c4/Atop_View_from_Shikharji_temple_in_Parasnath_Hill_%2C_Giridih_%2C_Jharkhand.jpg","https://upload.wikimedia.org/wikipedia/commons/f/ff/Shikharji_trail_map.png"
"Baidyanath Jyotirlinga Temple","https://upload.wikimedia.org/wikipedia/commons/6/69/Sacred_Pond_-_Baidyanath_Dham_Temple_Complex_-_Deoghar.jpg","https://upload.wikimedia.org/wikipedia/commons/9/90/Baba_Baidyanath_Jyotirlinga_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/0/04/Temples_at_Deorgag%2C_Santal_Parhanas%2C_Bihar_-_William_Hodges%2C_1782_-_BL_Foster_396.jpg","https://upload.wikimedia.org/wikipedia/commons/8/82/Baidyanath_temple_and_temple_complex%2C_Deoghar_21.jpg"
"Chamundeshwari Temple Mysuru","https://upload.wikimedia.org/wikipedia/commons/d/d1/Chamundeshwari_Temple%2C_Mysuru%2C_Karnataka%2C_India_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/0/00/Chamundeshwari_Temple%2C_Mysuru%2C_Karnataka%2C_India_%282020%29.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b7/Chamundeshwari_Temple_%28Mysuru%29.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7f/Chamundeshwari_Temple%2C_Chamundi_hills_-_Mysuru%2C_Karnataka.jpg"
"Shri Kshetra Dharmasthala","https://upload.wikimedia.org/wikipedia/commons/e/e4/Shri_Kshetra_Dharmasthala_Rural_Development_Project%2C_at_Ujire%2C_in_Karnataka_%281%29_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a7/The_Prime_Minister%2C_Shri_Narendra_Modi_distributing_the_RuPay_cards_to_beneficiaries%2C_at_the_Shri_Kshetra_Dharmasthala_Rural_Development_Project%2C_at_Ujire%2C_in_Karnataka.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c6/Dr._D._Veerendra_Heggade%2C_Dharmadhikari_of_Shri_Kshetra_Dharmasthala%2C_calls_on_the_Prime_Minister%2C_Shri_Narendra_Modi%2C_in_New_Delhi_on_August_31%2C_2016.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3f/The_Prime_Minister%2C_Shri_Narendra_Modi_distributing_the_RuPay_cards_to_beneficiaries%2C_at_the_Shri_Kshetra_Dharmasthala_Rural_Development_Project%2C_at_Ujire%2C_in_Karnataka_%281%29.jpg"
"Sri Male Mahadeshwara Swamy Temple","https://upload.wikimedia.org/wikipedia/commons/a/a1/Male_Mahadeshwara_Temple.jpg",null,null,null
"Sringeri Sharada Peetham Temple","https://upload.wikimedia.org/wikipedia/commons/2/28/A_distant_view_of_the_Sringeri_Sharada_Peetham.jpg","https://upload.wikimedia.org/wikipedia/commons/0/07/Sringeri_Sharada_Peetham%2C_Sringeri%2C_Karnataka%2C_India_%282024%29.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a3/Dakshinamnaya_Sri_Sharada_Peetham_9%2C_Sringeri%2C_Karnataka_02.jpg","https://upload.wikimedia.org/wikipedia/commons/3/31/Dakshinamnaya_Sri_Sharada_Peetham_9%2C_Sringeri%2C_Karnataka_01.jpg"
"Udupi Sri Krishna Matha","https://upload.wikimedia.org/wikipedia/commons/7/7d/Udupi_Sri_Krishna_Matha_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/8/89/Udupi_Sri_krishna_matha_Temple_pond.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a6/Udupi_Sri_Krishna_Matha_during_Paryaya_festival_03.jpg","https://upload.wikimedia.org/wikipedia/commons/0/04/Udupi_Sri_Krishna_Matha_during_Paryaya_festival.jpg"
"Virupaksha Temple Hampi","https://upload.wikimedia.org/wikipedia/commons/c/cb/Hampi_-_Hemakuta_Hill%2C_Virupaksha_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b9/Complex_of_Virupaksha_Temple%2C_Hampi_%2804%29.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cc/Complex_of_Virupaksha_Temple%2C_Hampi_%2805%29.jpg","https://upload.wikimedia.org/wikipedia/commons/6/64/Complex_of_Virupaksha_Temple%2C_Hampi_%2808%29.jpg"
"Murudeshwar Temple","https://upload.wikimedia.org/wikipedia/commons/6/6c/Mhatobar_Shri_Murudeshwar_Temple%2C_Karnataka_02.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c9/Mhatobar_Shri_Murudeshwar_Temple%2C_Karnataka_04.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4a/Mhatobar_Shri_Murudeshwar_Temple%2C_Karnataka_01.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a6/Mhatobar_Shri_Murudeshwar_Temple%2C_Karnataka_05.jpg"
"Kukke Subramanya Temple","https://upload.wikimedia.org/wikipedia/commons/f/f7/Kukke_Subramanya_Temple%2C_Karnataka_03.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4b/Kukke_Subramanya_Temple%2C_Karnataka_06.jpg","https://upload.wikimedia.org/wikipedia/commons/4/48/Kukke_Subramanya_Temple%2C_Karnataka_05.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7c/Kukke_Subramanya_Temple%2C_Karnataka_02.jpg"
"Gokarna Mahabaleshwar Temple","https://upload.wikimedia.org/wikipedia/commons/6/66/Main_entry_to_the_Mahabaleshwar_Temple_at_Gokaran.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ac/Entrance_to_Gokarna_Mahabaleshwar_Temple_-_panoramio.jpg","https://upload.wikimedia.org/wikipedia/commons/4/49/Chariot_for_Lord_Gokarna_Mahabaleshwar_-_panoramio.jpg","https://upload.wikimedia.org/wikipedia/commons/a/aa/KW23-0754-Gokarna-AdiGokarna-FrontFull4_3D.jpg"
"Kollur Mookambika Temple","https://upload.wikimedia.org/wikipedia/commons/2/28/Kollur_Mookambika_Temple_20080123.JPG","https://upload.wikimedia.org/wikipedia/commons/d/d8/Kollur_Mookambika_Temple_main_shrine.jpg","https://upload.wikimedia.org/wikipedia/commons/5/57/Kollur_Mookambika_temple_entrance_gate.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f7/Kollur_Mookambika_temple_east_entrance_gate.jpg"
"Chennakeshava Temple Belur","https://upload.wikimedia.org/wikipedia/commons/3/3f/Relief_work%CC%9E_Chennakeshava_temple%2C_Belur_%283%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ef/Musician_playing_Kinnari_vina%2C_sculpture_at_Chennakeshava_Temple%2C_Belur_%28modified_1%29.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c1/Chennakeshava_Temple_at_Belur.jpg","https://upload.wikimedia.org/wikipedia/commons/1/11/Musician_playing_Kinnari_vina%2C_sculpture_at_Chennakeshava_Temple%2C_Belur_%28modified_3%29.jpg"
"Hoysaleswara Temple Halebidu","https://upload.wikimedia.org/wikipedia/commons/5/5a/Hoysaleswara_Temple_at_Halebidu.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3f/Reliefs%2C_Sculptures%2C_and_Interior_of_Hoysaleswara_Temple_Halebidu_DSCN6284_8.jpg","https://upload.wikimedia.org/wikipedia/commons/3/33/Reliefs%2C_Sculptures%2C_Interior_and_Outer_Wall_of_Hoysaleswara_Temple_Halebidu_DSCN6367_9.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9d/Hoysaleswara_Temple%2C_Halebidu_bhvrvb2k23_%281068%29.jpg"
"ISKCON Temple Bangalore","https://upload.wikimedia.org/wikipedia/commons/1/11/ISKCON_Banglaore_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/1/19/ISKCON_Temple_pond%2C_Bangalore_%282012%29.jpg","https://upload.wikimedia.org/wikipedia/commons/3/38/ISKCON_Temple_Bangalore_%283475538274%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2a/Khichdi_Prasadam_in_Donna_%28Iskcon_Bangalore%29.jpg"
"Horanadu Annapoorneshwari Temple","https://upload.wikimedia.org/wikipedia/commons/6/6b/Annapoorneshwari_Temple%2C_Horanadu.jpg","https://upload.wikimedia.org/wikipedia/commons/8/82/Horanadu_Temple_Entrance.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a8/Horanadu_Temple_Entrance_%2832965363862%29.jpg","https://upload.wikimedia.org/wikipedia/commons/8/88/Horanadu_Temple_1.jpg"
"Banavasi Madhukeshwara Temple","https://upload.wikimedia.org/wikipedia/commons/1/13/Madhukeshwara_temple_at_Banavasi_sirsi.JPG","https://upload.wikimedia.org/wikipedia/commons/6/6d/Madhukeshwara_temple_at_Banavasi_sirsi_karnataka.JPG","https://upload.wikimedia.org/wikipedia/commons/c/c2/Madhukeshwara_Temple%2C_Banavasi.jpg","https://upload.wikimedia.org/wikipedia/commons/5/52/Madhukeshwara_Temple%2C_Banavasi_%2848014205983%29.jpg"
"Guruvayur Temple Kerala","https://upload.wikimedia.org/wikipedia/commons/e/eb/Guruvayur_Sree_Krishna_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f0/Elephants_at_punnathoor_kotta_Guruvayur.jpg","https://upload.wikimedia.org/wikipedia/commons/6/62/009392022_Guruvayur_temple%2C_Kerala_024.jpg","https://upload.wikimedia.org/wikipedia/commons/d/db/A_Kerala_family_in_traditional_kerala_dress_at_guruvayur_temple.JPG"
"Padmanabhaswamy Temple Thiruvananthapuram","https://upload.wikimedia.org/wikipedia/commons/0/09/Sree_Padmanabhaswamy_temple_Thiruvananthapuram%2C.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5b/Thiruvananthapuram_Padmanabhaswamy_temple.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2d/Sree_Padmanabhaswamy_Temple_Lakshadeepam.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2b/Padmanabhaswamy_Temple_%2878808%29.jpg"
"Sabarimala Temple Kerala","https://upload.wikimedia.org/wikipedia/commons/4/4c/Sabarimala_5.jpg","https://upload.wikimedia.org/wikipedia/commons/0/03/Sabarimala_4.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5e/Sabarimala_3.jpg","https://upload.wikimedia.org/wikipedia/commons/5/55/Sabarimala_8.jpg"
"Chottanikkara Temple Kerala","https://upload.wikimedia.org/wikipedia/commons/a/ae/Chottanikkara_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/a/af/Chottanikkara_temple_pond.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c1/Chottanikkara_Devi_Hindu_temple_entrance_in_Kanayannur_Kerala_India.jpg","https://upload.wikimedia.org/wikipedia/commons/2/21/Villagers-at-temple-pooja.jpg"
"Vadakkunnathan Temple Thrissur","https://upload.wikimedia.org/wikipedia/commons/0/0f/%E0%B4%B5%E0%B4%9F%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%81%E0%B4%82%E0%B4%A8%E0%B4%BE%E0%B4%A5%E0%B4%95%E0%B5%8D%E0%B4%B7%E0%B5%87%E0%B4%A4%E0%B5%8D%E0%B4%B0%E0%B4%82-%E0%B4%A4%E0%B5%86%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%87%E0%B4%97%E0%B5%8B%E0%B4%AA%E0%B5%81%E0%B4%B0%E0%B4%82.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c5/Vadakkunnathan_Temple%2C_Thrissur.jpg","https://upload.wikimedia.org/wikipedia/commons/1/13/Vadakkunnathan_Temple_Thrissur_BN3Q3984.jpg","https://upload.wikimedia.org/wikipedia/commons/1/16/Vadakkunnathan_Temple_Thrissur.jpg"
"Attukal Bhagavathy Temple","https://upload.wikimedia.org/wikipedia/commons/6/6e/Attukal_Bhagavathy_temple_4.jpg","https://upload.wikimedia.org/wikipedia/commons/6/61/Attukal_Bhagavathy_temple_3.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5d/Attukal_Bhagavathy_temple_1.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a3/Attukal_Bhagavathy_temple_5.jpg"
"Vaikom Mahadeva Temple","https://upload.wikimedia.org/wikipedia/commons/d/d5/Vaikom_Temple.JPG","https://upload.wikimedia.org/wikipedia/commons/d/dd/Vaikom_Mahadeva_temple_02.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a6/Vaikom_Mahadeva_temple_01.jpg","https://upload.wikimedia.org/wikipedia/commons/e/eb/Vaikom_Mahadeva_temple_01_2.jpg"
"Mannarasala Nagaraja Temple","https://upload.wikimedia.org/wikipedia/commons/4/45/Mannarasala_temple.jpg",null,null,null
"Sree Poornathrayeesa Temple","https://upload.wikimedia.org/wikipedia/commons/3/3f/Sree_Poornathrayeesa_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b7/Thiruvambadi_Chandrasekharan_at_Sree_Poornathrayeesa_Temple_Thrippunithura.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cc/Pampadi_Rajan_at_Sree_Poornathrayeesa_Temple_Thrippunithura.jpg","https://upload.wikimedia.org/wikipedia/commons/1/12/Thrippunithura-Elephants8_crop.jpg"
"Ambalappuzha Sri Krishna Temple","https://upload.wikimedia.org/wikipedia/commons/9/9d/Ampalappuzha_Srikrishna_temple.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f8/Ambalappuzha_Sree_Krishna_Temple_Kunchan_nambiar_Mizhave.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7a/Ambalappuzha_Sree_Krishna_Temple_17.jpg","https://upload.wikimedia.org/wikipedia/commons/8/80/Ambalappuzha_Sree_Krishna_Temple_08.jpg"
"Thirunelli Temple Kerala","https://upload.wikimedia.org/wikipedia/commons/6/62/Wayanad_-_Thirunelli_Temple_Relief.jpg","https://upload.wikimedia.org/wikipedia/commons/5/58/Wayanad_-_Thirunelli_Temple_Sculpture.jpg","https://upload.wikimedia.org/wikipedia/commons/1/13/Wayanad_-_Thirunelli_Temple_Painting.jpg","https://upload.wikimedia.org/wikipedia/commons/d/df/Entrance_road_to_Thirunelli_Temple_Kerala_in_2017.jpg"
"Khajuraho Temples","https://upload.wikimedia.org/wikipedia/commons/b/b6/Khajuraho_Dulhadeo_2010.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cb/20120303_zoophilia_Lakshmana_Temple_Khajuraho_India_%28panoramic_version%29.jpg","https://upload.wikimedia.org/wikipedia/commons/6/61/Shantinath_Jain_Temple%2C_Khajuraho_India.JPG","https://upload.wikimedia.org/wikipedia/commons/7/70/Homosexuality_in_Khajuraho_sculpture.jpg"
"Mahakaleshwar Temple Ujjain","https://upload.wikimedia.org/wikipedia/commons/7/71/Shri_mahakaleshwar_jyotirlinga_temple_Ujjain_02.jpg","https://upload.wikimedia.org/wikipedia/commons/1/18/Shri_mahakaleshwar_jyotirlinga_temple_Ujjain_01.jpg","https://upload.wikimedia.org/wikipedia/commons/7/75/Mahakaleshwar_Temple%2C_Ujjain.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f0/Mahakaleshwar_Temple_in_Ujjain.jpg"
"Omkareshwar Temple","https://upload.wikimedia.org/wikipedia/commons/8/88/Omkareshwar_Temple_02.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c9/Omkareshwar_Temple_01.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8b/Gomukh_ghat%2C_Omkareshwar_02.jpg","https://upload.wikimedia.org/wikipedia/commons/3/39/Omkareshwar_04.jpg"
"Bageshwar Dham Sarkar Madhya Pradesh","https://upload.wikimedia.org/wikipedia/commons/9/99/Bageshwar_Dham_Sarkar.png",null,null,null
"Maihar Devi Temple","https://upload.wikimedia.org/wikipedia/commons/d/d2/Mehar_Devi_Mata_Mandir_Hill_View.jpg","https://upload.wikimedia.org/wikipedia/commons/5/52/Evening_in_plateaus.jpg",null,null
"Pitambara Peeth Datia","https://upload.wikimedia.org/wikipedia/commons/e/e3/Pitambara_Peeth_temple%2C_Datia_city.jpg","https://upload.wikimedia.org/wikipedia/commons/6/63/Rajgarh_Fort.jpg",null,null
"Kal Bhairav Temple Ujjain","https://upload.wikimedia.org/wikipedia/commons/6/6b/Kal_Bhairav_temple_Ujjain.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0b/Kal_Bhairav_Ujjain_-_entrance.jpg","https://upload.wikimedia.org/wikipedia/commons/3/35/Kal_Bhairav_Ujjain_-_vendor.jpg","https://upload.wikimedia.org/wikipedia/commons/1/12/Kal_Bhairav_Ujjain_-_Deepmalika.jpg"
"Chintaman Ganesh Temple Ujjain","https://upload.wikimedia.org/wikipedia/commons/c/c6/Chintaman_Ganesh_Railway_station.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9e/Chintaman_Ganesh.jpg",null,null
"Chausath Yogini Temple Morena","https://upload.wikimedia.org/wikipedia/commons/c/ce/Chausath_Yogini_Temple%2C_Mitaoli%2C_Morena_006.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f6/Chausath_Yogini_Temple%2C_Morena%2C_also_known_as_Ekattarso_Mahadeva_Temple%2C.jpg","https://upload.wikimedia.org/wikipedia/commons/d/db/Chausath_Yogini_Temple%2C_Mitaoli%2C_Morena_004.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4a/Chausath_Yogini_Temple%2C_Mitaoli%2C_Morena_005.jpg"
"Sasbahu Temple Gwalior","https://upload.wikimedia.org/wikipedia/commons/9/9a/Bahu_temple_Gwalior_Fort_001_%281%29.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d4/Sasbahu_Temple_%28Gwalior%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Sasbahu_Temple_%28Gwalior%2CMP%29.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f1/Sasbahu_Temple_%28in_Gwalior%29.jpg"
"Bhojeshwar Temple Bhojpur","https://upload.wikimedia.org/wikipedia/commons/9/9e/Temple_of_Bhojpur%2C_MP.jpg","https://upload.wikimedia.org/wikipedia/commons/7/72/Lingam_of_Bhojpur_temple%2C_Raisen_district%2C_MP%2C_India.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d7/Shiva_Temple%2C_Bhojpur_01.jpg","https://upload.wikimedia.org/wikipedia/commons/7/77/Shiva_Temple%2C_Bhojpur_02.jpg"
